Nom;Preu amb impostos;Quantitat;Actiu;Categorias;Proveidor;URL imatge
Taronja;0;999999999;1;La Feixa Verda,Fruita;La Feixa Verda;"http://botiga-teixitdelaterra.rhcloud.com/imatges/taronja.jpg"
