Nom;Preu amb impostos;Quantitat;Actiu;Categorias;Proveidor;URL imatge
T.P. Taronges 1KG;1,10;999999999;1;Toni P.,Fruita;Toni P.;http://botiga-teixitdelaterra.rhcloud.com/imatges/taronges.jpeg
T.P. Carabassa 1KG;2;999999999;1;Toni P.,Verdura;Toni P.;http://botiga-teixitdelaterra.rhcloud.com/imatges/carabassa.jpeg
