Nom;Preu amb impostos;Quantitat;Actiu;Categorias;Proveidor;URL imatge
Muesli mel - 1 Kg;4,05;999999999;1;Stock,La Grana;Stock;http://botiga-teixitdelaterra.rhcloud.com/imatges/muesli mel.jpg
